,Sno,Customer_number,Insurance,balance,housing,loan,contact,duration,campaign,last_contact_day,previous,poutcome,Term Deposit,Count_Txn
381,381,1382,no,245.0,yes,yes,,318.0,1,1,0,,no,248.0
382,382,1383,no,8486.0,no,no,,260.0,3,1,0,,no,229.0
383,383,1384,no,350.0,no,no,,437.0,1,1,0,,no,383.0
384,384,1385,no,20.0,yes,no,,402.0,1,1,0,,no,166.0
385,385,1386,no,1667.0,yes,yes,,85.0,1,1,0,,no,497.0
386,386,1387,no,345.0,yes,no,,125.0,1,1,0,,no,291.0
387,387,1388,no,10.0,yes,no,,501.0,4,1,0,,no,301.0
388,388,1389,no,830.0,yes,yes,,1201.0,1,1,0,,yes,382.0
389,389,1390,no,29.0,yes,no,,253.0,1,1,0,,no,282.0
390,390,1391,no,545.0,yes,no,,1030.0,1,1,0,,yes,408.0
391,391,1392,no,8730.0,yes,no,,149.0,1,1,0,,no,434.0
392,392,1393,no,477.0,yes,no,,114.0,1,1,0,,no,459.0
393,393,1394,no,4.0,yes,no,,243.0,1,1,0,,no,448.0
394,394,1395,no,1205.0,yes,no,,769.0,2,1,0,,no,475.0
395,395,1396,no,0.0,yes,yes,,135.0,3,1,0,,no,238.0
396,396,1397,no,263.0,yes,no,,231.0,1,1,0,,no,331.0
397,397,1398,no,1.0,no,no,,76.0,1,1,0,,no,211.0
398,398,1399,no,283.0,no,yes,,199.0,1,1,0,,no,405.0
399,399,1400,no,206.0,yes,no,,152.0,1,1,0,,no,449.0
400,400,1401,no,17.0,yes,no,,,1,1,0,,no,204.0
401,401,1402,no,141.0,yes,yes,,424.0,1,1,0,,no,343.0
402,402,1403,no,16.0,yes,no,,43.0,1,1,0,,no,400.0
403,403,1404,no,206.0,yes,no,,154.0,1,1,0,,no,316.0
404,404,1405,no,7.0,no,no,,203.0,2,1,0,,no,292.0
405,405,1406,no,0.0,no,no,,326.0,1,1,0,,no,426.0
406,406,1407,no,0.0,no,no,,393.0,1,1,0,,no,421.0
407,407,1408,no,1927.0,yes,no,,241.0,3,1,0,,no,403.0
408,408,1409,no,284.0,yes,no,,483.0,1,1,0,,no,494.0
409,409,1410,no,1660.0,yes,no,,259.0,1,1,0,,no,148.0
410,410,1411,no,406.0,yes,no,,227.0,1,1,0,,no,288.0
411,411,1412,no,230.0,yes,no,,673.0,1,1,0,,no,188.0
412,412,1413,no,25.0,yes,no,,576.0,1,1,0,,no,177.0
413,413,1414,no,182.0,yes,no,,180.0,2,1,0,,no,276.0
414,414,1415,no,1169.0,yes,no,,168.0,2,1,0,,no,205.0
415,415,1416,no,67.0,yes,no,,90.0,1,1,0,,no,447.0
416,416,1417,no,77.0,no,no,,505.0,1,1,0,,no,138.0
417,417,1418,no,0.0,yes,no,,245.0,1,1,0,,no,336.0
418,418,1419,no,55.0,yes,yes,,186.0,1,1,0,,no,478.0
419,419,1420,yes,72.0,yes,no,,623.0,1,1,0,,no,410.0
420,420,1421,no,163.0,yes,no,,496.0,3,1,0,,no,385.0
421,421,1422,no,151.0,yes,no,,118.0,1,1,0,,no,296.0
422,422,1423,no,113.0,yes,no,,342.0,1,1,0,,no,286.0
423,423,1424,no,0.0,yes,no,,225.0,1,2,0,,no,421.0
424,424,1425,no,9.0,yes,no,,185.0,3,1,0,,no,422.0
425,425,1426,no,375.0,yes,no,,196.0,2,1,0,,no,235.0
426,426,1427,no,1142.0,yes,no,,276.0,1,1,0,,no,363.0
427,427,1428,no,2102.0,yes,no,,76.0,1,1,0,,no,106.0
428,428,1429,no,4325.0,yes,no,,87.0,1,1,0,,no,171.0
429,429,1430,no,217.0,yes,no,,195.0,1,1,0,,no,180.0
430,430,1431,no,131.0,yes,no,,744.0,1,1,0,,no,129.0
431,431,1432,no,1680.0,yes,no,,765.0,1,1,0,,no,361.0
432,432,1433,no,0.0,yes,no,,262.0,1,1,0,,no,448.0
433,433,1434,no,46.0,yes,no,,119.0,1,1,0,,no,354.0
434,434,1435,no,320.0,yes,no,,198.0,2,1,0,,no,318.0
435,435,1436,no,183.0,yes,no,,150.0,1,1,0,,no,262.0
436,436,1437,no,39.0,no,no,,241.0,1,1,0,,no,446.0
437,437,1438,no,560.0,yes,no,,181.0,1,1,0,,no,405.0
438,438,1439,no,469.0,no,no,,196.0,1,1,0,,no,182.0
439,439,1440,no,530.0,yes,no,,149.0,1,1,0,,no,291.0
440,440,1441,no,61.0,yes,no,,246.0,1,1,0,,no,466.0
441,441,1442,no,242.0,yes,no,,112.0,1,1,0,,no,268.0
442,442,1443,no,139.0,yes,no,,309.0,2,1,0,,no,240.0
443,443,1444,no,0.0,yes,no,,278.0,1,1,0,,no,444.0
444,444,1445,no,367.0,yes,no,,140.0,1,1,0,,no,430.0
445,445,1446,no,228.0,yes,no,,136.0,1,1,0,,no,126.0
446,446,1447,no,45248.0,yes,no,,1623.0,1,1,0,,yes,207.0
447,447,1448,no,84.0,yes,no,,101.0,1,1,0,,no,367.0
448,448,1449,no,310.0,yes,no,,,1,1,0,,no,270.0
449,449,1450,no,132.0,yes,no,,238.0,1,1,0,,no,181.0
450,450,1451,no,797.0,yes,no,,354.0,1,1,0,,no,420.0
451,451,1452,no,71.0,no,no,,79.0,1,1,0,,no,464.0
452,452,1453,no,2.0,yes,no,,187.0,1,1,0,,no,286.0
453,453,1454,no,231.0,yes,yes,,451.0,2,1,0,,no,193.0
454,454,1455,no,270.0,yes,yes,,159.0,1,1,0,,no,481.0
455,455,1456,no,274.0,yes,yes,,409.0,1,1,0,,no,474.0
456,456,1457,no,109.0,yes,yes,,170.0,1,1,0,,no,311.0
457,457,1458,no,1.0,yes,no,,608.0,1,1,0,,yes,115.0
458,458,1459,yes,60.0,no,no,,243.0,1,1,0,,no,294.0
459,459,1460,no,89.0,yes,no,,145.0,2,1,0,,no,409.0
460,460,1461,no,11.0,no,no,,,1,1,0,,no,300.0
461,461,1462,no,0.0,yes,no,,262.0,2,1,0,,no,145.0
462,462,1463,no,509.0,yes,no,,124.0,1,1,0,,no,301.0
463,463,1464,no,408.0,yes,no,,53.0,1,1,0,,no,239.0
464,464,1465,no,58.0,yes,no,,134.0,1,1,0,,no,287.0
465,465,1466,no,1640.0,no,yes,,204.0,4,1,0,,no,313.0
466,466,1467,no,20.0,yes,no,,186.0,1,1,0,,no,204.0
467,467,1468,no,71.0,yes,no,,678.0,1,1,0,,no,451.0
468,468,1469,no,52.0,yes,no,,182.0,1,1,0,,no,104.0
469,469,1470,no,292.0,yes,no,,162.0,1,1,0,,no,359.0
470,470,1471,no,424.0,yes,no,,27.0,1,1,0,,no,142.0
471,471,1472,no,109.0,yes,no,,699.0,3,1,0,,no,392.0
472,472,1473,no,1044.0,yes,no,,43.0,1,1,0,,no,438.0
473,473,1474,no,983.0,yes,no,,97.0,1,1,0,,no,159.0
474,474,1475,no,869.0,no,no,,1677.0,1,1,0,,yes,228.0
475,475,1476,no,668.0,yes,no,,283.0,2,1,0,,no,496.0
476,476,1477,no,964.0,yes,no,,323.0,1,1,0,,no,230.0
477,477,1478,no,301.0,yes,no,,82.0,1,1,0,,no,259.0
478,478,1479,no,140.0,yes,no,,310.0,1,1,0,,no,161.0
479,479,1480,no,1877.0,yes,no,,185.0,1,1,0,,no,143.0
480,480,1481,no,1127.0,yes,no,,47.0,1,1,0,,no,178.0
481,481,1482,no,871.0,yes,no,,145.0,1,1,0,,no,436.0
482,482,1483,no,767.0,yes,yes,,204.0,1,1,0,,no,102.0
483,483,1484,no,0.0,no,no,,187.0,1,1,0,,no,486.0
484,484,1485,no,209.0,yes,no,,30.0,2,1,0,,no,452.0
485,485,1486,no,0.0,no,no,,472.0,1,1,0,,no,208.0
486,486,1487,no,110.0,yes,yes,,448.0,1,1,0,,no,460.0
487,487,1488,no,76.0,yes,yes,,264.0,1,1,0,,no,261.0
488,488,1489,no,178.0,yes,no,,169.0,1,1,0,,no,394.0
489,489,1490,no,66.0,yes,no,,288.0,1,1,0,,no,362.0
490,490,1491,no,0.0,yes,no,,176.0,2,1,0,,no,486.0
491,491,1492,no,1.0,yes,no,,215.0,1,1,0,,no,429.0
492,492,1493,no,0.0,yes,no,,337.0,1,1,0,,no,251.0
493,493,1494,no,5345.0,no,no,,278.0,1,1,0,,no,315.0
494,494,1495,no,209.0,yes,no,,188.0,2,1,0,,no,435.0
495,495,1496,no,0.0,yes,no,,174.0,2,2,0,,no,461.0
496,496,1497,no,42.0,yes,no,,226.0,2,1,0,,no,232.0
497,497,1498,no,41.0,yes,no,,190.0,1,1,0,,no,124.0
498,498,1499,no,99.0,yes,no,,111.0,2,1,0,,no,318.0
499,499,1500,no,17.0,yes,no,,164.0,1,1,0,,no,333.0
500,500,1501,no,276.0,yes,yes,,157.0,2,1,0,,no,135.0
501,501,1502,no,170.0,no,no,,46.0,1,1,0,,no,154.0
502,502,1503,no,230.0,yes,yes,,374.0,1,1,0,,no,183.0
503,503,1504,no,9.0,yes,no,,349.0,1,1,0,,no,226.0
504,504,1505,no,946.0,yes,no,,325.0,1,1,0,,no,124.0
505,505,1506,no,1297.0,yes,no,,233.0,2,1,0,,no,376.0
506,506,1507,no,331.0,yes,no,,531.0,1,1,0,,no,309.0
507,507,1508,no,44.0,yes,no,,153.0,1,1,0,,no,212.0
508,508,1509,yes,15.0,no,no,,80.0,1,1,0,,no,468.0
509,509,1510,no,712.0,yes,no,,232.0,1,1,0,,no,461.0
510,510,1511,no,5435.0,yes,no,,,1,1,0,,no,233.0
511,511,1512,no,507.0,yes,no,,190.0,1,1,0,,no,489.0
512,512,1513,no,387.0,yes,no,,918.0,1,1,0,,yes,130.0
513,513,1514,no,0.0,yes,yes,,238.0,1,1,0,,no,169.0
514,514,1515,no,1716.0,yes,no,,82.0,1,1,0,,no,232.0
515,515,1516,no,167.0,yes,yes,,198.0,3,1,0,,no,289.0
516,516,1517,no,40.0,no,yes,,160.0,2,1,0,,no,293.0
517,517,1518,no,148.0,yes,no,,211.0,1,1,0,,no,385.0
518,518,1519,no,17.0,yes,yes,,120.0,1,1,0,,no,400.0
519,519,1520,no,1011.0,yes,no,,136.0,1,1,0,,no,103.0
520,520,1521,no,1527.0,yes,no,,269.0,1,1,0,,no,463.0
521,521,1522,no,744.0,no,no,,157.0,1,1,0,,no,147.0
522,522,1523,no,484.0,yes,no,,128.0,1,1,0,,no,317.0
523,523,1524,no,0.0,yes,no,,211.0,1,1,0,,no,253.0
524,524,1525,no,136.0,yes,no,,267.0,2,1,0,,no,202.0
525,525,1526,no,1335.0,yes,no,,371.0,2,1,0,,no,309.0
526,526,1527,no,517.0,yes,no,,288.0,2,1,0,,no,325.0
527,527,1528,no,459.0,yes,no,,221.0,1,1,0,,no,192.0
528,528,1529,no,549.0,yes,no,,427.0,1,1,0,,no,213.0
529,529,1530,no,83.0,yes,yes,,310.0,1,1,0,,no,284.0
530,530,1531,no,213.0,no,no,,158.0,1,1,0,,no,300.0
531,531,1532,no,203.0,yes,no,,604.0,3,1,0,,no,244.0
532,532,1533,no,518.0,yes,no,,198.0,1,1,0,,no,101.0
533,533,1534,no,3877.0,yes,no,,145.0,1,1,0,,no,291.0
534,534,1535,no,1236.0,yes,no,,247.0,1,1,0,,no,372.0
535,535,1536,no,756.0,yes,no,,179.0,2,1,0,,no,193.0
536,536,1537,no,157.0,yes,no,,73.0,1,1,0,,no,194.0
537,537,1538,no,66.0,yes,no,,263.0,2,1,0,,no,442.0
538,538,1539,no,245.0,yes,no,,13.0,1,1,0,,no,218.0
539,539,1540,no,144.0,yes,no,,79.0,2,1,0,,no,112.0
540,540,1541,no,71.0,yes,no,,416.0,1,1,0,,no,365.0
541,541,1542,no,505.0,yes,no,,162.0,1,1,0,,no,239.0
542,542,1543,no,249.0,yes,no,,,1,1,0,,no,372.0
543,543,1544,no,0.0,yes,no,,150.0,1,1,0,,no,174.0
544,544,1545,no,11.0,yes,no,,43.0,1,1,0,,no,153.0
545,545,1546,no,639.0,yes,no,,191.0,1,1,0,,no,319.0
546,546,1547,no,124.0,yes,no,,26.0,1,1,0,,no,239.0
547,547,1548,no,82.0,yes,no,,250.0,1,1,0,,no,220.0
548,548,1549,no,107.0,yes,no,,146.0,1,1,0,,no,281.0
549,549,1550,no,473.0,yes,no,,416.0,1,1,0,,no,406.0
550,550,1551,no,372.0,yes,yes,,121.0,2,1,0,,no,321.0
551,551,1552,no,46.0,yes,no,,114.0,2,1,0,,no,245.0
552,552,1553,no,34.0,yes,no,,289.0,1,1,0,,no,348.0
553,553,1554,no,935.0,yes,no,,225.0,1,1,0,,no,290.0
554,554,1555,no,10.0,yes,no,,123.0,1,1,0,,no,411.0
555,555,1556,no,106.0,yes,no,,130.0,2,1,0,,no,456.0
556,556,1557,no,471.0,yes,no,,161.0,2,1,0,,no,468.0
557,557,1558,no,778.0,yes,no,,149.0,2,1,0,,no,219.0
558,558,1559,no,170.0,yes,no,,268.0,2,1,0,,no,272.0
559,559,1560,no,315.0,yes,no,,259.0,2,1,0,,no,105.0
560,560,1561,no,3165.0,no,no,,26.0,1,1,0,,no,424.0
561,561,1562,no,131.0,yes,no,,153.0,1,1,0,,no,417.0
562,562,1563,yes,204.0,yes,no,,424.0,2,1,0,,no,485.0
563,563,1564,no,83.0,yes,no,,179.0,2,1,0,,no,243.0
564,564,1565,no,0.0,yes,yes,,97.0,1,1,0,,no,408.0
565,565,1566,no,5431.0,yes,yes,,383.0,1,1,0,,no,247.0
566,566,1567,no,1759.0,yes,no,,440.0,1,1,0,,no,352.0
567,567,1568,no,125.0,yes,no,,23.0,1,1,0,,no,481.0
568,568,1569,no,0.0,no,no,,195.0,1,1,0,,no,397.0
569,569,1570,no,5090.0,yes,no,,1297.0,3,1,0,,yes,481.0
570,570,1571,no,573.0,yes,no,,87.0,1,1,0,,no,270.0
571,571,1572,no,1602.0,yes,no,,427.0,1,1,0,,no,444.0
572,572,1573,yes,137.0,yes,yes,,189.0,1,1,0,,no,404.0
573,573,1574,no,0.0,no,no,,195.0,1,1,0,,no,489.0
574,574,1575,no,193.0,no,no,,179.0,1,1,0,,no,143.0
575,575,1576,no,195.0,yes,yes,,179.0,1,1,0,,no,445.0
576,576,1577,no,288.0,no,no,,69.0,1,1,0,,no,221.0
577,577,1578,no,19.0,yes,no,,105.0,2,1,0,,no,466.0
578,578,1579,no,25.0,yes,no,,266.0,3,1,0,,no,173.0
579,579,1580,no,216.0,yes,no,,524.0,2,1,0,,no,228.0
580,580,1581,no,190.0,yes,yes,,96.0,2,1,0,,no,336.0
581,581,1582,no,99.0,yes,no,,155.0,2,1,0,,no,226.0
582,582,1583,no,2298.0,yes,no,,162.0,2,1,0,,no,467.0
583,583,1584,no,17.0,yes,no,,352.0,2,1,0,,no,367.0
584,584,1585,no,0.0,yes,no,,76.0,4,1,0,,no,371.0
585,585,1586,no,0.0,yes,no,,154.0,2,1,0,,no,204.0
586,586,1587,no,840.0,yes,no,,310.0,2,1,0,,no,499.0
587,587,1588,no,358.0,yes,no,,390.0,3,1,0,,no,478.0
588,588,1589,no,0.0,yes,no,,369.0,1,1,0,,no,397.0
589,589,1590,no,325.0,yes,yes,,112.0,2,1,0,,no,336.0
590,590,1591,no,15.0,yes,no,,341.0,3,1,0,,no,290.0
591,591,1592,no,581.0,yes,no,,79.0,1,1,0,,no,452.0
592,592,1593,no,4070.0,yes,no,,140.0,2,1,0,,no,445.0
593,593,1594,no,74.0,no,yes,,315.0,1,1,0,,no,208.0
594,594,1595,no,141.0,yes,no,,262.0,2,1,0,,no,144.0
595,595,1596,no,89.0,no,no,,174.0,2,1,0,,no,329.0
596,596,1597,yes,0.0,yes,no,,138.0,3,1,0,,no,426.0
597,597,1598,no,450.0,no,no,,526.0,2,1,0,,no,211.0
598,598,1599,no,310.0,no,no,,135.0,1,1,0,,no,206.0
599,599,1600,no,0.0,yes,no,,36.0,5,1,0,,no,100.0
600,600,1601,no,384.0,yes,no,,1906.0,3,1,0,,no,311.0
601,601,1602,no,395.0,yes,no,,219.0,2,1,0,,no,146.0
602,602,1603,no,118.0,yes,no,,147.0,2,1,0,,no,237.0
603,603,1604,no,5.0,yes,yes,,407.0,2,1,0,,no,319.0
604,604,1605,no,50.0,yes,yes,,121.0,1,1,0,,no,180.0
605,605,1606,no,285.0,yes,yes,,209.0,1,1,0,,no,405.0
606,606,1607,no,,no,no,,92.0,2,1,0,,no,326.0
607,607,1608,no,653.0,yes,yes,,208.0,1,1,0,,no,336.0
608,608,1609,no,918.0,yes,no,,193.0,1,1,0,,no,189.0
609,609,1610,no,243.0,yes,yes,,144.0,1,1,0,,no,416.0
610,610,1611,no,405.0,yes,no,,65.0,1,1,0,,no,462.0
611,611,1612,no,1328.0,yes,no,,339.0,1,1,0,,no,466.0
612,612,1613,no,255.0,yes,no,,285.0,1,1,0,,no,411.0
613,613,1614,no,3397.0,yes,no,,231.0,1,1,0,,no,209.0
614,614,1615,no,2106.0,yes,no,,168.0,1,1,0,,no,486.0
615,615,1616,no,2877.0,yes,no,,278.0,1,1,0,,no,482.0
616,616,1617,no,60.0,yes,yes,,389.0,1,1,0,,no,314.0
617,617,1618,no,2226.0,yes,no,,158.0,1,1,0,,no,445.0
618,618,1619,no,2880.0,yes,no,,145.0,2,1,0,,no,368.0
619,619,1620,no,5.0,yes,no,,78.0,2,1,0,,no,442.0
620,620,1621,no,147.0,no,no,,142.0,3,1,0,,no,319.0
621,621,1622,no,7.0,yes,yes,,87.0,1,1,0,,no,127.0
622,622,1623,no,109.0,yes,no,,147.0,2,1,0,,no,148.0
623,623,1624,no,119.0,yes,no,,289.0,1,1,0,,no,198.0
624,624,1625,no,484.0,yes,no,,703.0,1,1,0,,yes,390.0
625,625,1626,no,1852.0,yes,no,,170.0,3,1,0,,no,308.0
626,626,1627,no,533.0,yes,no,,802.0,1,1,0,,no,416.0
627,627,1628,no,21.0,yes,no,,381.0,2,1,0,,no,431.0
628,628,1629,no,2434.0,yes,no,,218.0,4,1,0,,no,216.0
629,629,1630,no,90.0,yes,yes,,57.0,2,1,0,,no,335.0
630,630,1631,no,4246.0,yes,no,,304.0,2,1,0,,no,174.0
631,631,1632,no,395.0,yes,no,,241.0,3,1,0,,no,419.0
632,632,1633,no,15.0,yes,no,,230.0,1,1,0,,no,447.0
633,633,1634,no,85.0,no,no,,262.0,3,1,0,,no,449.0
634,634,1635,no,184.0,yes,yes,,392.0,2,1,0,,no,185.0
635,635,1636,no,660.0,no,no,,201.0,2,1,0,,no,341.0
636,636,1637,yes,183.0,yes,no,,145.0,1,1,0,,no,362.0
637,637,1638,no,1144.0,yes,no,,252.0,1,1,0,,no,196.0
638,638,1639,no,1.0,yes,no,,235.0,4,1,0,,no,254.0
639,639,1640,no,69.0,yes,yes,,235.0,2,1,0,,no,453.0
640,640,1641,no,220.0,yes,no,,328.0,2,1,0,,no,442.0
641,641,1642,no,332.0,yes,no,,116.0,2,1,0,,no,268.0
642,642,1643,no,240.0,yes,no,,246.0,1,1,0,,no,411.0
643,643,1644,no,0.0,yes,no,,293.0,1,1,0,,no,311.0
644,644,1645,no,0.0,yes,no,,37.0,2,1,0,,no,375.0
645,645,1646,no,898.0,yes,no,,132.0,2,1,0,,no,247.0
646,646,1647,no,123.0,yes,yes,,530.0,2,1,0,,no,386.0
647,647,1648,no,252.0,yes,no,,175.0,3,1,0,,no,251.0
648,648,1649,no,65.0,yes,no,,524.0,2,1,0,,no,176.0
649,649,1650,no,366.0,yes,yes,,29.0,3,1,0,,no,343.0
650,650,1651,no,209.0,yes,no,,311.0,2,1,0,,no,468.0
651,651,1652,no,221.0,yes,no,,211.0,2,1,0,,no,196.0
652,652,1653,no,4.0,yes,no,,312.0,3,1,0,,no,126.0
653,653,1654,no,104.0,yes,no,,412.0,1,1,0,,no,164.0
654,654,1655,no,312.0,yes,no,,392.0,1,1,0,,no,101.0
655,655,1656,no,349.0,yes,no,,191.0,1,1,0,,no,286.0
656,656,1657,no,4.0,no,no,,284.0,2,1,0,,no,418.0
657,657,1658,no,322.0,yes,yes,,144.0,1,1,0,,no,472.0
658,658,1659,no,150.0,yes,no,,328.0,1,1,0,,no,113.0
659,659,1660,no,1349.0,yes,no,,100.0,1,1,0,,no,316.0
660,660,1661,no,281.0,yes,no,,226.0,1,1,0,,no,317.0
661,661,1662,no,1259.0,yes,no,,507.0,1,1,0,,no,172.0
662,662,1663,no,101.0,yes,no,,392.0,1,1,0,,no,364.0
663,663,1664,no,848.0,yes,no,,684.0,2,1,0,,no,342.0
664,664,1665,no,89.0,yes,no,,333.0,2,1,0,,no,284.0
665,665,1666,no,140.0,yes,no,,311.0,3,1,0,,no,253.0
666,666,1667,no,148.0,yes,no,,128.0,2,1,0,,no,111.0
667,667,1668,no,200.0,yes,no,,322.0,2,1,0,,no,114.0
668,668,1669,no,46.0,yes,no,,202.0,4,1,0,,no,280.0
669,669,1670,no,201.0,yes,no,,92.0,2,1,0,,no,201.0
670,670,1671,no,530.0,yes,no,,739.0,3,1,0,,no,180.0
671,671,1672,no,0.0,yes,no,,273.0,2,1,0,,no,227.0
672,672,1673,no,1.0,yes,no,,260.0,3,1,0,,no,154.0
673,673,1674,no,43.0,yes,no,,268.0,2,1,0,,no,257.0
674,674,1675,no,173.0,yes,no,,396.0,2,1,0,,no,249.0
675,675,1676,no,389.0,yes,no,,262.0,1,1,0,,no,484.0
676,676,1677,no,215.0,yes,yes,,308.0,3,1,0,,no,171.0
677,677,1678,no,131.0,yes,no,,467.0,2,1,0,,no,101.0
678,678,1679,no,783.0,yes,no,,320.0,1,1,0,,no,286.0
679,679,1680,no,0.0,yes,no,,160.0,3,1,0,,no,179.0
680,680,1681,no,80.0,yes,no,,245.0,2,1,0,,no,227.0
681,681,1682,no,105.0,yes,no,,189.0,2,1,0,,no,107.0
682,682,1683,no,182.0,yes,yes,,477.0,1,1,0,,no,227.0
683,683,1684,no,82.0,yes,no,,310.0,1,1,0,,no,464.0
684,684,1685,no,0.0,yes,no,,65.0,3,1,0,,no,319.0
685,685,1686,no,510.0,yes,no,,196.0,2,1,0,,no,424.0
686,686,1687,no,242.0,yes,no,,221.0,2,1,0,,no,140.0
687,687,1688,no,244.0,yes,yes,,197.0,2,1,0,,no,420.0
688,688,1689,no,92.0,yes,no,,221.0,2,1,0,,no,156.0
689,689,1690,yes,0.0,yes,no,,64.0,2,1,0,,no,243.0
690,690,1691,no,948.0,yes,no,,75.0,2,1,0,,no,107.0
691,691,1692,no,23.0,yes,no,,400.0,2,1,0,,no,227.0
692,692,1693,no,710.0,yes,no,,378.0,3,1,0,,no,112.0
693,693,1694,no,1205.0,yes,no,,118.0,2,1,0,,no,159.0
694,694,1695,no,368.0,yes,yes,,1597.0,2,1,0,,yes,219.0
695,695,1696,no,1631.0,yes,no,,346.0,2,1,0,,no,474.0
696,696,1697,no,6.0,yes,no,,60.0,3,1,0,,no,496.0
697,697,1698,no,26.0,yes,no,,276.0,2,1,0,,no,225.0
698,698,1699,no,48.0,yes,no,,152.0,2,1,0,,no,147.0
699,699,1700,no,2142.0,yes,no,,251.0,3,1,0,,no,420.0
700,700,1701,no,77.0,yes,yes,,390.0,2,1,0,,no,240.0
701,701,1702,no,401.0,yes,no,,306.0,2,1,0,,no,124.0
702,702,1703,no,21.0,no,no,,189.0,3,1,0,,no,241.0
703,703,1704,no,0.0,yes,no,,125.0,2,1,0,,no,421.0
704,704,1705,no,497.0,yes,no,,234.0,2,1,0,,no,450.0
705,705,1706,no,369.0,no,no,,79.0,2,1,0,,no,218.0
706,706,1707,no,78.0,yes,no,,13.0,6,1,0,,no,434.0
707,707,1708,no,226.0,yes,yes,,283.0,3,1,0,,no,428.0
708,708,1709,no,503.0,yes,no,,109.0,2,1,0,,no,312.0
709,709,1710,no,372.0,yes,no,,132.0,2,1,0,,no,223.0
710,710,1711,no,0.0,yes,yes,,144.0,2,1,0,,no,470.0
711,711,1712,no,0.0,yes,no,,121.0,2,1,0,,no,100.0
712,712,1713,no,125.0,yes,no,,95.0,3,1,0,,no,199.0
713,713,1714,no,4.0,yes,no,,31.0,3,1,0,,no,109.0
714,714,1715,no,419.0,yes,no,,112.0,3,1,0,,no,245.0
715,715,1716,no,322.0,yes,no,,87.0,4,5,0,,no,458.0
716,716,1717,no,303.0,yes,no,,593.0,2,1,0,,no,481.0
717,717,1718,no,607.0,yes,no,,99.0,2,1,0,,no,370.0
718,718,1719,no,579.0,yes,no,,198.0,2,1,0,,no,446.0
719,719,1720,no,3047.0,yes,no,,285.0,2,1,0,,no,325.0
720,720,1721,no,83.0,yes,no,,190.0,3,1,0,,no,308.0
721,721,1722,no,68.0,yes,no,,172.0,5,1,0,,no,382.0
722,722,1723,no,58.0,yes,no,,213.0,3,1,0,,no,273.0
723,723,1724,no,251.0,yes,no,,178.0,2,1,0,,no,176.0
724,724,1725,no,688.0,yes,no,,174.0,2,1,0,,no,281.0
725,725,1726,no,364.0,yes,no,,631.0,2,1,0,,no,107.0
726,726,1727,no,55.0,yes,no,,176.0,5,1,0,,no,368.0
727,727,1728,no,101.0,yes,no,,32.0,3,1,0,,no,316.0
728,728,1729,no,105.0,yes,no,,1529.0,2,1,0,,no,223.0
729,729,1730,no,325.0,yes,no,,254.0,2,1,0,,no,249.0
730,730,1731,no,198.0,yes,no,,200.0,2,1,0,,no,405.0
731,731,1732,no,209.0,yes,no,,135.0,2,7,0,,no,417.0
732,732,1733,no,183.0,yes,no,,112.0,4,1,0,,no,451.0
733,733,1734,no,105.0,yes,no,,314.0,3,1,0,,no,168.0
734,734,1735,no,109.0,yes,no,,597.0,3,1,0,,no,215.0
735,735,1736,no,376.0,yes,yes,,207.0,3,1,0,,no,433.0
736,736,1737,no,7.0,yes,no,,410.0,2,1,0,,no,357.0
737,737,1738,no,0.0,no,no,,160.0,3,1,0,,no,382.0
738,738,1739,no,143.0,yes,no,,42.0,3,1,0,,no,432.0
739,739,1740,no,550.0,yes,no,,55.0,2,1,0,,no,287.0
740,740,1741,no,162.0,yes,no,,155.0,2,1,0,,no,248.0
741,741,1742,no,115.0,yes,no,,336.0,3,1,0,,no,261.0
742,742,1743,no,512.0,yes,,,233.0,2,1,0,,no,419.0
743,743,1744,no,807.0,yes,,,211.0,2,1,0,,no,492.0
744,744,1745,no,248.0,yes,,,88.0,5,1,0,,no,470.0
745,745,1746,no,1211.0,yes,,,208.0,3,1,0,,no,435.0
746,746,1747,no,7.0,no,no,,305.0,2,1,0,,no,380.0
747,747,1748,no,281.0,yes,,,206.0,2,1,0,,no,461.0
748,748,1749,no,88.0,yes,no,,128.0,2,1,0,,no,210.0
749,749,1750,no,32.0,yes,no,,122.0,3,1,0,,no,209.0
750,750,1751,no,115.0,yes,,,66.0,3,1,0,,no,493.0
751,751,1752,no,254.0,yes,no,,66.0,2,1,0,,no,133.0
752,752,1753,no,144.0,yes,no,,164.0,2,1,0,,no,340.0
753,753,1754,no,383.0,no,no,,343.0,3,1,0,,no,257.0
754,754,1755,no,569.0,yes,yes,,126.0,2,1,0,,no,278.0
755,755,1756,no,0.0,yes,,,59.0,3,1,0,,no,404.0
756,756,1757,no,3754.0,yes,,,249.0,3,9,0,,no,468.0
757,757,1758,no,6920.0,yes,no,,406.0,3,1,0,,no,122.0
758,758,1759,no,307.0,yes,yes,,250.0,7,1,0,,no,345.0
759,759,1760,no,421.0,yes,no,,183.0,5,1,0,,no,414.0
760,760,1761,no,60.0,no,no,,190.0,3,1,0,,no,130.0
761,761,1762,no,67.0,yes,no,,220.0,2,1,0,,no,229.0
762,762,1763,no,402.0,yes,no,,153.0,3,1,0,,no,139.0
763,763,1764,no,800.0,no,no,,95.0,2,1,0,,no,215.0
764,764,1765,no,239.0,yes,yes,,191.0,3,1,0,,no,378.0
765,765,1766,no,421.0,yes,no,,216.0,2,1,0,,no,255.0
